participant,item,mass,answer,group,lang,native,Frequent,LIKERT,MINT,,,,NIVEL
20,mehot,m,1,L2HB,HB,0,f,5,42,,,,
20,todot,m,0,L2HB,HB,0,nf,1,42,,,,
20,januyot,m,0,L2HB,HB,0,nf,7,42,,,,
20,matanot,m,1,L2HB,HB,0,f,6,42,,,,
20,yamim,m,1,L2HB,HB,0,f,5,42,,,,
20,mitot,m,1,L2HB,HB,0,f,5,42,,,,
20,shtijim,m,1,L2HB,HB,0,f,5,42,,,,
20,tojniot,m,0,L2HB,HB,0,nf,1,42,,,,
20,sfarim,m,0,L2HB,HB,0,nf,3,42,,,,
20,seratim,m,1,L2HB,HB,0,f,5,42,,,,
21,haoalim,m,1,L2HB,HB,0,f,3,47,,,,A
21,heshojliot,m,0,L2HB,HB,0,nf,3,47,,,,
21,ubalim,m,0,L2HB,HB,0,nf,3,47,,,,
21,daltot,m,0,L2HB,HB,0,nf,3,47,,,,
21,psukim,m,1,L2HB,HB,0,f,3,47,,,,
21,dbarim,m,0,L2HB,HB,0,nf,3,47,,,,
21,mehot,m,1,L2HB,HB,0,f,5,47,,,,
21,todot,m,0,L2HB,HB,0,nf,3,47,,,,
21,januyot,m,0,L2HB,HB,0,nf,6,47,,,,
21,matanot,m,1,L2HB,HB,0,f,3,47,,,,
21,yamim,m,1,L2HB,HB,0,f,5,47,,,,
21,mitot,m,1,L2HB,HB,0,f,5,47,,,,
21,shtijim,m,1,L2HB,HB,0,f,3,47,,,,
21,tojniot,m,0,L2HB,HB,0,nf,3,47,,,,
21,sfarim,m,0,L2HB,HB,0,nf,3,47,,,,
21,seratim,m,1,L2HB,HB,0,f,3,47,,,,
22,haoalim,m,0,L2HB,HB,0,f,1,9,,,,B
22,heshojliot,m,0,L2HB,HB,0,nf,3,9,,,,
22,ubalim,m,0,L2HB,HB,0,nf,1,9,,,,
22,daltot,m,0,L2HB,HB,0,nf,3,9,,,,
22,psukim,m,1,L2HB,HB,0,f,1,9,,,,
22,dbarim,m,0,L2HB,HB,0,nf,4,9,,,,
22,mehot,m,0,L2HB,HB,0,f,1,9,,,,
22,todot,m,0,L2HB,HB,0,nf,1,9,,,,
22,januyot,m,0,L2HB,HB,0,nf,4,9,,,,
22,matanot,m,1,L2HB,HB,0,f,1,9,,,,
22,yamim,m,1,L2HB,HB,0,f,1,9,,,,
22,mitot,m,0,L2HB,HB,0,f,5,9,,,,
22,shtijim,m,0,L2HB,HB,0,f,1,9,,,,
22,tojniot,m,0,L2HB,HB,0,nf,1,9,,,,
22,sfarim,m,0,L2HB,HB,0,nf,1,9,,,,
22,seratim,m,1,L2HB,HB,0,f,5,9,,,,
23,haoalim,m,1,L2HB,HB,0,f,7,58,,,,A
23,heshojliot,m,1,L2HB,HB,0,nf,6,58,,,,
23,ubalim,m,1,L2HB,HB,0,nf,6,58,,,,
23,daltot,m,1,L2HB,HB,0,nf,3,58,,,,
23,psukim,m,1,L2HB,HB,0,f,9,58,,,,
23,dbarim,m,0,L2HB,HB,0,nf,5,58,,,,
23,mehot,m,1,L2HB,HB,0,f,7,58,,,,
23,todot,m,1,L2HB,HB,0,nf,3,58,,,,
23,januyot,m,0,L2HB,HB,0,nf,4,58,,,,
23,matanot,m,1,L2HB,HB,0,f,9,58,,,,
23,yamim,m,1,L2HB,HB,0,f,6,58,,,,
23,mitot,m,1,L2HB,HB,0,f,6,58,,,,
23,shtijim,m,1,L2HB,HB,0,f,7,58,,,,
23,tojniot,m,0,L2HB,HB,0,nf,3,58,,,,
23,sfarim,m,1,L2HB,HB,0,nf,7,58,,,,
23,seratim,m,1,L2HB,HB,0,f,5,58,,,,
24,haoalim,m,0,L2HB,HB,0,f,2,14,,,,B
24,heshojliot,m,0,L2HB,HB,0,nf,5,14,,,,
24,ubalim,m,0,L2HB,HB,0,nf,5,14,,,,
24,daltot,m,0,L2HB,HB,0,nf,3,14,,,,
24,psukim,m,0,L2HB,HB,0,f,2,14,,,,
24,dbarim,m,0,L2HB,HB,0,nf,3,14,,,,
24,mehot,m,0,L2HB,HB,0,f,5,14,,,,
24,todot,m,0,L2HB,HB,0,nf,5,14,,,,
24,januyot,m,0,L2HB,HB,0,nf,5,14,,,,
24,matanot,m,0,L2HB,HB,0,f,3,14,,,,
24,yamim,m,0,L2HB,HB,0,f,5,14,,,,
24,mitot,m,0,L2HB,HB,0,f,5,14,,,,
24,shtijim,m,0,L2HB,HB,0,f,5,14,,,,
24,tojniot,m,0,L2HB,HB,0,nf,5,14,,,,
24,sfarim,m,0,L2HB,HB,0,nf,5,14,,,,
24,seratim,m,0,L2HB,HB,0,f,3,14,,,,
25,haoalim,m,1,L2HB,HB,0,f,9,20,,,,
25,heshojliot,m,0,L2HB,HB,0,nf,9,20,,,,
25,ubalim,m,0,L2HB,HB,0,nf,9,20,,,,
25,daltot,m,0,L2HB,HB,0,nf,6,20,,,,
25,psukim,m,1,L2HB,HB,0,f,9,20,,,,
25,dbarim,m,0,L2HB,HB,0,nf,6,20,,,,
25,mehot,m,1,L2HB,HB,0,f,8,20,,,,
25,todot,m,0,L2HB,HB,0,nf,6,20,,,,
25,januyot,m,0,L2HB,HB,0,nf,7,20,,,,
25,matanot,m,1,L2HB,HB,0,f,9,20,,,,
25,yamim,m,1,L2HB,HB,0,f,8,20,,,,
25,mitot,m,1,L2HB,HB,0,f,9,20,,,,
25,shtijim,m,1,L2HB,HB,0,f,9,20,,,,
25,tojniot,m,0,L2HB,HB,0,nf,6,20,,,,
25,sfarim,m,0,L2HB,HB,0,nf,9,20,,,,
25,seratim,m,1,L2HB,HB,0,f,8,20,,,,
26,haoalim,m,0,L2HB,HB,0,f,7,28,,,,I
26,heshojliot,m,0,L2HB,HB,0,nf,5,28,,,,
26,ubalim,m,0,L2HB,HB,0,nf,4,28,,,,
26,daltot,m,0,L2HB,HB,0,nf,5,28,,,,
26,psukim,m,0,L2HB,HB,0,f,7,28,,,,
26,dbarim,m,0,L2HB,HB,0,nf,7,28,,,,
26,mehot,m,0,L2HB,HB,0,f,7,28,,,,
26,todot,m,0,L2HB,HB,0,nf,5,28,,,,
26,januyot,m,0,L2HB,HB,0,nf,5,28,,,,
26,matanot,m,0,L2HB,HB,0,f,7,28,,,,
26,yamim,m,0,L2HB,HB,0,f,6,28,,,,
26,mitot,m,1,L2HB,HB,0,f,7,28,,,,
26,shtijim,m,0,L2HB,HB,0,f,7,28,,,,
26,tojniot,m,0,L2HB,HB,0,nf,7,28,,,,
26,sfarim,m,0,L2HB,HB,0,nf,7,28,,,,
26,seratim,m,0,L2HB,HB,0,f,6,28,,,,
27,haoalim,m,1,L2HB,HB,0,f,7,54,,,,A
27,heshojliot,m,0,L2HB,HB,0,nf,5,54,,,,
27,ubalim,m,1,L2HB,HB,0,nf,6,54,,,,
27,daltot,m,0,L2HB,HB,0,nf,2,54,,,,
27,psukim,m,1,L2HB,HB,0,f,7,54,,,,
27,dbarim,m,0,L2HB,HB,0,nf,5,54,,,,
27,mehot,m,1,L2HB,HB,0,f,7,54,,,,
27,todot,m,0,L2HB,HB,0,nf,2,54,,,,
27,januyot,m,0,L2HB,HB,0,nf,6,54,,,,
27,matanot,m,1,L2HB,HB,0,f,8,54,,,,
27,yamim,m,1,L2HB,HB,0,f,6,54,,,,
27,mitot,m,1,L2HB,HB,0,f,7,54,,,,
27,shtijim,m,1,L2HB,HB,0,f,8,54,,,,
27,tojniot,m,0,L2HB,HB,0,nf,5,54,,,,
27,sfarim,m,1,L2HB,HB,0,nf,6,54,,,,
27,seratim,m,1,L2HB,HB,0,f,6,54,,,,
28,haoalim,m,1,L2HB,HB,0,f,6,58,,,,A
28,heshojliot,m,1,L2HB,HB,0,nf,5,58,,,,
28,ubalim,m,1,L2HB,HB,0,nf,4,58,,,,
28,daltot,m,1,L2HB,HB,0,nf,9,58,,,,
28,psukim,m,1,L2HB,HB,0,f,8,58,,,,
28,dbarim,m,0,L2HB,HB,0,nf,7,58,,,,
28,mehot,m,0,L2HB,HB,0,f,4,58,,,,
28,todot,m,0,L2HB,HB,0,nf,6,58,,,,
28,januyot,m,0,L2HB,HB,0,nf,8,58,,,,
28,matanot,m,1,L2HB,HB,0,f,7,58,,,,
28,yamim,m,1,L2HB,HB,0,f,7,58,,,,
28,mitot,m,1,L2HB,HB,0,f,6,58,,,,
28,shtijim,m,1,L2HB,HB,0,f,6,58,,,,
28,tojniot,m,0,L2HB,HB,0,nf,9,58,,,,
28,sfarim,m,0,L2HB,HB,0,nf,6,58,,,,
28,seratim,m,0,L2HB,HB,0,f,8,58,,,,
29,haoalim,m,1,L2HB,HB,0,f,6,58,,9,59,
29,heshojliot,m,1,L2HB,HB,0,nf,5,58,,,,
29,ubalim,m,1,L2HB,HB,0,nf,4,58,,,,
29,daltot,m,1,L2HB,HB,0,nf,9,58,,,,
29,psukim,m,0,L2HB,HB,0,f,8,58,,,,
29,dbarim,m,1,L2HB,HB,0,nf,7,58,,,,
29,mehot,m,1,L2HB,HB,0,f,4,58,,,,
29,todot,m,1,L2HB,HB,0,nf,6,58,,,,
29,januyot,m,1,L2HB,HB,0,nf,8,58,,,,
29,matanot,m,1,L2HB,HB,0,f,7,58,,,,
29,yamim,m,1,L2HB,HB,0,f,7,58,,,,
29,mitot,m,1,L2HB,HB,0,f,6,58,,,,
29,shtijim,m,1,L2HB,HB,0,f,6,58,,,,
29,tojniot,m,0,L2HB,HB,0,nf,9,58,,,,
29,sfarim,m,1,L2HB,HB,0,nf,6,58,,,,
29,seratim,m,1,L2HB,HB,0,f,5,58,,,,
30,haoalim,m,1,L2HB,HB,0,f,4,58,,,,
30,heshojliot,m,1,L2HB,HB,0,nf,9,58,,,,
30,ubalim,m,1,L2HB,HB,0,nf,8,58,,,,
30,daltot,m,1,L2HB,HB,0,nf,7,58,,,,
30,psukim,m,0,L2HB,HB,0,f,4,58,,,,
30,dbarim,m,1,L2HB,HB,0,nf,6,58,,,,
30,mehot,m,1,L2HB,HB,0,f,8,58,,,,
30,todot,m,1,L2HB,HB,0,nf,7,58,,,,
30,januyot,m,1,L2HB,HB,0,nf,7,58,,,,
30,matanot,m,1,L2HB,HB,0,f,6,58,,,,
30,yamim,m,1,L2HB,HB,0,f,6,58,,,,
30,mitot,m,1,L2HB,HB,0,f,9,58,,,,
30,shtijim,m,1,L2HB,HB,0,f,6,58,,,,
30,tojniot,m,1,L2HB,HB,0,nf,6,58,,,,
30,sfarim,m,1,L2HB,HB,0,nf,9,58,,,,
30,seratim,m,1,L2HB,HB,0,f,7,58,,,,
1,haoalim,m,1,L1HB,HB,1,nf,6,59,,,,
1,heshojliot,m,1,L1HB,HB,1,nf,5,59,,,,
1,ubalim,m,1,L1HB,HB,1,nf,4,59,,,,
1,daltot,m,1,L1HB,HB,1,f,9,59,,,,
1,psukim,m,1,L1HB,HB,1,nf,8,59,,,,
1,dbarim,m,1,L1HB,HB,1,f,7,59,,,,
1,mehot,m,1,L1HB,HB,1,nf,4,59,,,,
1,todot,m,1,L1HB,HB,1,nf,6,59,,,,
1,januyot,m,1,L1HB,HB,1,f,8,59,,A,,
1,matanot,m,1,L1HB,HB,1,f,7,59,,,,
1,yamim,m,1,L1HB,HB,1,f,7,59,,,,
1,mitot,m,1,L1HB,HB,1,f,6,59,,,,
1,shtijim,m,1,L1HB,HB,1,nf,6,59,,,,
1,tojniot,m,1,L1HB,HB,1,nf,9,59,,,,
1,sfarim,m,1,L1HB,HB,1,f,9,59,,,,
1,seratim,m,1,L1HB,HB,1,f,9,59,,,,
2,haoalim,m,1,L1HB,HB,1,f,6,59,,,,
2,heshojliot,m,1,L1HB,HB,1,f,5,62,,,,
2,ubalim,m,1,L1HB,HB,1,nf,8,62,,,,
2,daltot,m,1,L1HB,HB,1,nf,8,62,,,,
2,psukim,m,1,L1HB,HB,1,nf,8,62,,,,
2,dbarim,m,1,L1HB,HB,1,f,7,62,,,,
2,mehot,m,1,L1HB,HB,1,nf,7,62,,,,
2,todot,m,1,L1HB,HB,1,f,7,62,,,,
2,januyot,m,1,L1HB,HB,1,nf,8,62,,A,,
2,matanot,m,1,L1HB,HB,1,nf,9,62,,,,
2,yamim,m,1,L1HB,HB,1,f,7,62,,,,
2,mitot,m,1,L1HB,HB,1,f,8,62,,,,
2,shtijim,m,1,L1HB,HB,1,f,9,62,,,,
2,tojniot,m,1,L1HB,HB,1,f,7,62,,,,
2,sfarim,m,1,L1HB,HB,1,nf,7,62,,,,
2,seratim,m,1,L1HB,HB,1,nf,6,62,,,,
3,seratim,m,1,L1HB,HB,1,f,8,65,,,,
3,haoalim,m,1,L1HB,HB,1,nf,7,65,,,,
3,heshojliot,m,1,L1HB,HB,1,nf,7,65,,,,
3,ubalim,m,1,L1HB,HB,1,nf,7,65,,,,
3,daltot,m,1,L1HB,HB,1,f,9,65,,,,
3,psukim,m,1,L1HB,HB,1,nf,8,65,,,,
3,dbarim,m,1,L1HB,HB,1,f,7,65,,,,
3,mehot,m,1,L1HB,HB,1,nf,8,65,,,,
3,todot,m,1,L1HB,HB,1,nf,6,65,,A,,
3,januyot,m,1,L1HB,HB,1,f,8,65,,,,
3,matanot,m,1,L1HB,HB,1,f,7,65,,,,
3,yamim,m,1,L1HB,HB,1,f,1,65,,,,
3,mitot,m,1,L1HB,HB,1,f,8,65,,,,
3,shtijim,m,1,L1HB,HB,1,nf,8,65,,,,
3,tojniot,m,1,L1HB,HB,1,nf,8,65,,,,
3,sfarim,m,1,L1HB,HB,1,f,7,65,,,,
4,seratim,m,1,L1HB,HB,1,f,9,67,,,,
4,haoalim,m,1,L1HB,HB,1,nf,7,67,,,,
4,heshojliot,m,1,L1HB,HB,1,nf,7,67,,,,
4,ubalim,m,1,L1HB,HB,1,nf,6,67,,,,
4,daltot,m,1,L1HB,HB,1,f,9,67,,,,
4,psukim,m,1,L1HB,HB,1,nf,7,67,,,,
4,dbarim,m,1,L1HB,HB,1,f,7,67,,,,
4,mehot,m,1,L1HB,HB,1,nf,6,67,,,,
4,todot,m,1,L1HB,HB,1,nf,7,67,,,,
4,januyot,m,1,L1HB,HB,1,f,8,67,,,,
4,matanot,m,1,L1HB,HB,1,f,7,67,,,,
4,yamim,m,1,L1HB,HB,1,f,7,67,,,,
4,mitot,m,1,L1HB,HB,1,f,8,67,,,,
4,shtijim,m,1,L1HB,HB,1,nf,7,67,,,,
4,tojniot,m,1,L1HB,HB,1,nf,6,67,,,,
4,sfarim,m,1,L1HB,HB,1,f,8,67,,,,
5,seratim,m,1,L1HB,HB,1,f,8,64,,,,
5,haoalim,m,1,L1HB,HB,1,nf,7,64,,,,
5,heshojliot,m,1,L1HB,HB,1,nf,6,64,,,,
5,ubalim,m,1,L1HB,HB,1,nf,6,64,,,,
5,daltot,m,1,L1HB,HB,1,f,9,64,,,,
5,psukim,m,1,L1HB,HB,1,nf,7,64,,,,
5,dbarim,m,1,L1HB,HB,1,f,7,64,,,,
5,mehot,m,1,L1HB,HB,1,nf,6,64,,,,
5,todot,m,0,L1HB,HB,1,nf,6,64,,,,
5,januyot,m,1,L1HB,HB,1,f,7,64,,,,
5,matanot,m,1,L1HB,HB,1,f,6,64,,,,
5,yamim,m,1,L1HB,HB,1,f,8,64,,,,
5,mitot,m,1,L1HB,HB,1,f,8,64,,,,
5,shtijim,m,1,L1HB,HB,1,nf,6,64,,,,
5,tojniot,m,1,L1HB,HB,1,nf,6,64,,,,
5,sfarim,m,1,L1HB,HB,1,f,6,64,,,,
6,seratim,m,1,L1HB,HB,1,f,7,67,,,,
6,haoalim,m,1,L1HB,HB,1,nf,4,67,,,,
6,heshojliot,m,1,L1HB,HB,1,nf,5,67,,,,
6,ubalim,m,0,L1HB,HB,1,nf,2,67,,,,
6,daltot,m,1,L1HB,HB,1,f,8,67,,,,
6,psukim,m,1,L1HB,HB,1,nf,5,67,,,,
6,dbarim,m,1,L1HB,HB,1,f,6,67,,,,
6,mehot,m,1,L1HB,HB,1,nf,3,67,,,,
6,todot,m,1,L1HB,HB,1,nf,3,67,,,,
6,januyot,m,1,L1HB,HB,1,f,7,67,,,,
6,matanot,m,1,L1HB,HB,1,f,5,67,,,,
6,yamim,m,1,L1HB,HB,1,f,7,67,,,,
6,mitot,m,1,L1HB,HB,1,f,7,67,,,,
6,shtijim,m,1,L1HB,HB,1,nf,3,67,,,,
6,tojniot,m,1,L1HB,HB,1,nf,4,67,,,,
6,sfarim,m,1,L1HB,HB,1,f,6,67,,,,
7,seratim,m,1,L1HB,HB,1,f,7,64,,,,
7,haoalim,m,1,L1HB,HB,1,nf,5,64,,,,
7,heshojliot,m,1,L1HB,HB,1,nf,5,64,,,,
7,ubalim,m,1,L1HB,HB,1,nf,2,64,,,,
7,daltot,m,1,L1HB,HB,1,f,8,64,,,,
7,psukim,m,1,L1HB,HB,1,nf,4,64,,,,
7,dbarim,m,1,L1HB,HB,1,f,9,64,,,,
7,mehot,m,1,L1HB,HB,1,nf,1,64,,,,
7,todot,m,1,L1HB,HB,1,nf,2,64,,,,
7,januyot,m,1,L1HB,HB,1,f,8,64,,,,
7,matanot,m,1,L1HB,HB,1,f,5,64,,,,
7,yamim,m,1,L1HB,HB,1,f,7,64,,,,
7,mitot,m,1,L1HB,HB,1,f,7,64,,,,
7,shtijim,m,0,L1HB,HB,1,nf,1,64,,,,
7,tojniot,m,1,L1HB,HB,1,nf,5,64,,,,
7,sfarim,m,1,L1HB,HB,1,f,5,64,,,,
8,seratim,m,1,L1HB,HB,1,f,7,66,,,,
8,haoalim,m,1,L1HB,HB,1,nf,5,66,,,,
8,heshojliot,m,1,L1HB,HB,1,nf,4,66,,,,
8,ubalim,m,1,L1HB,HB,1,nf,1,66,,,,
8,daltot,m,1,L1HB,HB,1,f,7,66,,,,
8,psukim,m,1,L1HB,HB,1,nf,7,66,,,,
8,dbarim,m,1,L1HB,HB,1,f,6,66,,,,
8,mehot,m,1,L1HB,HB,1,nf,1,66,,,,
8,todot,m,0,L1HB,HB,1,nf,2,66,,,,
8,januyot,m,1,L1HB,HB,1,f,5,66,,,,
8,matanot,m,1,L1HB,HB,1,f,4,66,,,,
8,yamim,m,1,L1HB,HB,1,f,7,66,,,,
8,mitot,m,1,L1HB,HB,1,f,5,66,,,,
8,shtijim,m,1,L1HB,HB,1,nf,1,66,,,,
8,tojniot,m,1,L1HB,HB,1,nf,6,66,,,,
8,sfarim,m,1,L1HB,HB,1,f,4,66,,,,
9,seratim,m,1,L1HB,HB,1,f,8,65,,,,
9,haoalim,m,1,L1HB,HB,1,nf,6,65,,,,
9,heshojliot,m,1,L1HB,HB,1,nf,5,65,,,,
9,ubalim,m,1,L1HB,HB,1,nf,3,65,,,,
9,daltot,m,1,L1HB,HB,1,f,8,65,,,,
9,psukim,m,1,L1HB,HB,1,nf,7,65,,,,
9,dbarim,m,1,L1HB,HB,1,f,8,65,,,,
9,mehot,m,1,L1HB,HB,1,nf,3,65,,,,
9,todot,m,1,L1HB,HB,1,nf,5,65,,,,
9,januyot,m,1,L1HB,HB,1,f,8,65,,,,
9,matanot,m,1,L1HB,HB,1,f,6,65,,,,
9,yamim,m,1,L1HB,HB,1,f,8,65,,,,
9,mitot,m,1,L1HB,HB,1,f,8,65,,,,
9,shtijim,m,1,L1HB,HB,1,nf,1,65,,,,
9,tojniot,m,1,L1HB,HB,1,nf,7,65,,,,
9,sfarim,m,1,L1HB,HB,1,f,6,65,,,,
10,seratim,m,1,L1HB,HB,1,f,5,65,,,,
10,haoalim,m,1,L1HB,HB,1,nf,3,65,,,,
10,heshojliot,m,1,L1HB,HB,1,nf,3,65,,,,
10,ubalim,m,1,L1HB,HB,1,nf,2,65,,,,
10,daltot,m,1,L1HB,HB,1,f,4,65,,,,
10,psukim,m,1,L1HB,HB,1,nf,7,65,,,,
10,dbarim,m,1,L1HB,HB,1,f,7,65,,,,
10,mehot,m,1,L1HB,HB,1,nf,1,65,,,,
10,todot,m,1,L1HB,HB,1,nf,1,65,,,,
10,januyot,m,1,L1HB,HB,1,f,5,65,,,,
10,matanot,m,1,L1HB,HB,1,f,3,65,,,,
10,yamim,m,1,L1HB,HB,1,f,7,65,,,,
10,mitot,m,1,L1HB,HB,1,f,5,65,,,,
10,shtijim,m,1,L1HB,HB,1,nf,2,65,,,,
10,tojniot,m,1,L1HB,HB,1,nf,7,65,,,,
10,sfarim,m,1,L1HB,HB,1,f,3,65,,,,
11,seratim,m,1,L1HB,HB,1,f,8,63,,,,
11,haoalim,m,1,L1HB,HB,1,nf,5,63,,,,
11,heshojliot,m,1,L1HB,HB,1,nf,5,63,,,,
11,ubalim,m,1,L1HB,HB,1,nf,3,63,,,,
11,daltot,m,1,L1HB,HB,1,f,7,63,,,,
11,psukim,m,1,L1HB,HB,1,nf,5,63,,,,
11,dbarim,m,1,L1HB,HB,1,f,8,63,,,,
11,mehot,m,1,L1HB,HB,1,nf,4,63,,,,
11,todot,m,1,L1HB,HB,1,nf,3,63,,,,
11,januyot,m,1,L1HB,HB,1,f,7,63,,,,
11,matanot,m,1,L1HB,HB,1,f,6,63,,,,
11,yamim,m,1,L1HB,HB,1,f,8,63,,,,
11,mitot,m,1,L1HB,HB,1,f,7,63,,,,
11,shtijim,m,1,L1HB,HB,1,nf,5,63,,,,
11,tojniot,m,1,L1HB,HB,1,nf,5,63,,,,
11,sfarim,m,1,L1HB,HB,1,f,6,63,,,,
12,seratim,m,1,L1HB,HB,1,f,9,64,,,,
12,haoalim,m,1,L1HB,HB,1,nf,8,64,,,,
12,heshojliot,m,1,L1HB,HB,1,nf,9,64,,,,
12,ubalim,m,1,L1HB,HB,1,nf,4,64,,,,
12,daltot,m,1,L1HB,HB,1,f,9,64,,,,
12,psukim,m,1,L1HB,HB,1,nf,7,64,,,,
12,dbarim,m,1,L1HB,HB,1,f,9,64,,,,
12,mehot,m,1,L1HB,HB,1,nf,7,64,,,,
12,todot,m,1,L1HB,HB,1,nf,4,64,,,,
12,januyot,m,1,L1HB,HB,1,f,9,64,,,,
12,matanot,m,1,L1HB,HB,1,f,9,64,,,,
12,yamim,m,1,L1HB,HB,1,f,9,64,,,,
12,mitot,m,1,L1HB,HB,1,f,9,64,,,,
12,shtijim,m,1,L1HB,HB,1,nf,7,64,,,,
12,tojniot,m,1,L1HB,HB,1,nf,7,64,,,,
12,sfarim,m,1,L1HB,HB,1,f,9,64,,,,
13,seratim,m,1,L1HB,HB,1,f,7,67,,,,
13,haoalim,m,1,L1HB,HB,1,nf,4,67,,,,
13,heshojliot,m,1,L1HB,HB,1,nf,5,67,,,,
13,ubalim,m,1,L1HB,HB,1,nf,2,67,,,,
13,daltot,m,1,L1HB,HB,1,f,7,67,,,,
13,psukim,m,1,L1HB,HB,1,nf,7,67,,,,
13,dbarim,m,1,L1HB,HB,1,f,8,67,,,,
13,mehot,m,1,L1HB,HB,1,nf,4,67,,,,
13,todot,m,0,L1HB,HB,1,nf,3,67,,,,
13,januyot,m,1,L1HB,HB,1,f,7,67,,,,
13,matanot,m,1,L1HB,HB,1,f,6,67,,,,
13,yamim,m,1,L1HB,HB,1,f,9,67,,,,
13,mitot,m,1,L1HB,HB,1,f,7,67,,,,
13,shtijim,m,1,L1HB,HB,1,nf,3,67,,,,
13,tojniot,m,1,L1HB,HB,1,nf,5,67,,,,
13,sfarim,m,1,L1HB,HB,1,f,5,67,,,,
14,seratim,m,1,L1HB,HB,1,f,8,64,,,,
14,haoalim,m,1,L1HB,HB,1,nf,7,64,,,,
14,heshojliot,m,1,L1HB,HB,1,nf,6,64,,,,
14,ubalim,m,1,L1HB,HB,1,nf,4,64,,,,
14,daltot,m,1,L1HB,HB,1,f,9,64,,,,
14,psukim,m,1,L1HB,HB,1,nf,8,64,,,,
14,dbarim,m,1,L1HB,HB,1,f,9,64,,,,
14,mehot,m,1,L1HB,HB,1,nf,1,64,,,,
14,todot,m,1,L1HB,HB,1,nf,5,64,,,,
14,januyot,m,1,L1HB,HB,1,f,9,64,,,,
14,matanot,m,1,L1HB,HB,1,f,9,64,,,,
14,yamim,m,1,L1HB,HB,1,f,5,64,,,,
14,mitot,m,1,L1HB,HB,1,f,9,64,,,,
14,shtijim,m,1,L1HB,HB,1,nf,1,64,,,,
14,tojniot,m,1,L1HB,HB,1,nf,9,64,,,,
14,sfarim,m,1,L1HB,HB,1,f,6,64,,,,
15,seratim,m,1,L1HB,HB,1,f,9,64,,,,
15,haoalim,m,1,L1HB,HB,1,nf,6,64,,,,
15,heshojliot,m,1,L1HB,HB,1,nf,6,64,,,,
15,ubalim,m,1,L1HB,HB,1,nf,3,64,,,,
15,daltot,m,1,L1HB,HB,1,f,9,64,,,,
15,psukim,m,1,L1HB,HB,1,nf,6,64,,,,
15,dbarim,m,1,L1HB,HB,1,f,7,64,,,,
15,mehot,m,1,L1HB,HB,1,nf,1,64,,,,
15,todot,m,1,L1HB,HB,1,nf,4,64,,,,
15,januyot,m,1,L1HB,HB,1,f,9,64,,,,
